datetime,DOsp_1,error_1,error_2,NH4_1,NO3_1,P,I,D
2019-08-27 22:24:01,0.2562,-0.3983,-1.0831,8.3439,8.7422,0.1,0.0025,0.1
2019-08-27 22:25:00,0.238,-0.1449,-0.3983,8.4738,8.6188,0.1,0.0025,0.1
2019-08-27 22:26:01,0.2479,0.0307,-0.1449,8.5653,8.5345,0.1,0.0025,0.1
2019-08-27 22:27:00,0.0693,-0.765,0.0307,8.0897,8.8547,0.1,0.0025,0.1
2019-08-27 22:28:03,0.02,-1.8307,-0.765,7.5416,9.3723,0.1,0.0025,0.1
2019-08-27 22:29:00,0.1039,-1.92,-1.8307,7.5225,9.4425,0.1,0.0025,0.1
2019-08-27 22:30:00,0.118,-1.8706,-1.92,7.5507,9.4214,0.1,0.0025,0.1
2019-08-27 22:31:00,0.1208,-1.8095,-1.8706,7.595,9.4045,0.1,0.0025,0.1
2019-08-27 22:32:00,0.1281,-1.7211,-1.8095,7.6461,9.3672,0.1,0.0025,0.1
2019-08-27 22:33:00,0.1322,-1.6359,-1.7211,7.6939,9.3298,0.1,0.0025,0.1
2019-08-27 22:34:00,0.1279,-1.5947,-1.6359,7.7224,9.3171,0.1,0.0025,0.1
2019-08-27 22:35:00,0.1408,-1.4908,-1.5947,7.781,9.2717,0.1,0.0025,0.1
2019-08-27 22:36:00,0.1517,-1.3675,-1.4908,7.8429,9.2104,0.1,0.0025,0.1
2019-08-27 22:37:01,0.1494,-1.3011,-1.3675,7.8889,9.19,0.1,0.0025,0.1
2019-08-27 22:38:00,0.165,-1.1754,-1.3011,7.949,9.1244,0.1,0.0025,0.1
2019-08-27 22:39:00,0.1608,-1.1194,-1.1754,7.9848,9.1042,0.1,0.0025,0.1
2019-08-27 22:40:00,0.1622,-1.071,-1.1194,8.0168,9.0877,0.1,0.0025,0.1
2019-08-27 22:41:00,0.1693,-0.9989,-1.071,8.0527,9.0516,0.1,0.0025,0.1
2019-08-27 22:42:00,0.1811,-0.8925,-0.9989,8.1067,8.9992,0.1,0.0025,0.1
2019-08-27 22:43:00,0.1766,-0.8511,-0.8925,8.1241,8.9752,0.1,0.0025,0.1
2019-08-27 22:44:00,0.1833,-0.787,-0.8511,8.1638,8.9508,0.1,0.0025,0.1
2019-08-27 22:45:00,0.1889,-0.7178,-0.787,8.1894,8.9072,0.1,0.0025,0.1
2019-08-27 22:46:00,0.1925,-0.6568,-0.7178,8.2186,8.8755,0.1,0.0025,0.1
2019-08-27 22:47:00,0.1864,-0.6487,-0.6568,8.2264,8.875,0.1,0.0025,0.1
2019-08-27 22:48:00,0.2001,-0.5691,-0.6487,8.2704,8.8396,0.1,0.0025,0.1
2019-08-27 22:49:01,0.2117,-0.4657,-0.5691,8.3148,8.7805,0.1,0.0025,0.1
2019-08-27 22:50:00,0.217,-0.3827,-0.4657,8.3589,8.7415,0.1,0.0025,0.1
2019-08-27 22:51:00,0.2208,-0.3184,-0.3827,8.3884,8.7069,0.1,0.0025,0.1
2019-08-27 22:52:00,0.2275,-0.2494,-0.3184,8.4146,8.664,0.1,0.0025,0.1
2019-08-27 22:53:00,0.2377,-0.1617,-0.2494,8.4675,8.6292,0.1,0.0025,0.1
2019-08-27 22:54:00,0.2423,-0.0936,-0.1617,8.4932,8.5869,0.1,0.0025,0.1
2019-08-27 22:55:00,0.2575,0.0164,-0.0936,8.5502,8.5338,0.1,0.0025,0.1
2019-08-27 22:56:00,0.2634,0.0995,0.0164,8.5878,8.4883,0.1,0.0025,0.1
2019-08-27 22:57:00,0.2732,0.1879,0.0995,8.6419,8.4541,0.1,0.0025,0.1
2019-08-27 22:58:00,0.2848,0.2863,0.1879,8.6843,8.398,0.1,0.0025,0.1
2019-08-27 22:59:00,0.2965,0.3892,0.2863,8.7385,8.3493,0.1,0.0025,0.1
2019-08-27 23:00:00,0.3,0.5104,0.3892,8.8004,8.29,0.1,0.0025,0.1
2019-08-27 23:01:00,0.3,0.6354,0.5104,8.863,8.2276,0.1,0.0025,0.1
2019-08-27 23:02:00,0.3,0.7494,0.6354,8.9255,8.1761,0.1,0.0025,0.1
2019-08-27 23:03:00,0.3,0.8703,0.7494,8.981,8.1107,0.1,0.0025,0.1
2019-08-27 23:04:00,0.3,1.1752,0.8703,9.1499,7.9747,0.1,0.0025,0.1
2019-08-27 23:05:00,0.2812,1.2184,1.1752,9.1783,7.9599,0.1,0.0025,0.1
2019-08-27 23:06:00,0.2961,1.2984,1.2184,9.2231,7.9247,0.1,0.0025,0.1
2019-08-27 23:07:00,0.3,1.4162,1.2984,9.2841,7.8679,0.1,0.0025,0.1
2019-08-27 23:08:00,0.3,1.5282,1.4162,9.3331,7.8048,0.1,0.0025,0.1
2019-08-27 23:09:00,0.3,1.5909,1.5282,9.382,7.7911,0.1,0.0025,0.1
2019-08-27 23:10:00,0.3,1.7506,1.5909,9.4446,7.6941,0.1,0.0025,0.1
2019-08-27 23:11:00,0.3,1.8356,1.7506,9.478,7.6424,0.1,0.0025,0.1
2019-08-27 23:12:00,0.3,1.96,1.8356,9.5445,7.5844,0.1,0.0025,0.1
2019-08-27 23:13:00,0.3,2.0152,1.96,9.5657,7.5505,0.1,0.0025,0.1
2019-08-27 23:14:00,0.3,2.1018,2.0152,9.6083,7.5065,0.1,0.0025,0.1
2019-08-27 23:15:00,0.3,2.1813,2.1018,9.6506,7.4693,0.1,0.0025,0.1
2019-08-27 23:16:00,0.3,2.2376,2.1813,9.6766,7.4389,0.1,0.0025,0.1
2019-08-27 23:17:00,0.3,2.3187,2.2376,9.7146,7.3959,0.1,0.0025,0.1
2019-08-27 23:18:00,0.3,2.4324,2.3187,9.7657,7.3333,0.1,0.0025,0.1
2019-08-27 23:19:00,0.3,2.5196,2.4324,9.8133,7.2937,0.1,0.0025,0.1
2019-08-27 23:20:00,0.3,2.5876,2.5196,9.8386,7.251,0.1,0.0025,0.1
2019-08-27 23:21:00,0.3,2.706,2.5876,9.8953,7.1893,0.1,0.0025,0.1
2019-08-27 23:22:00,0.3,2.8055,2.706,9.943,7.1375,0.1,0.0025,0.1
2019-08-27 23:23:00,0.3,2.8472,2.8055,9.9652,7.118,0.1,0.0025,0.1
2019-08-27 23:24:00,0.3,2.9136,2.8472,9.9963,7.0827,0.1,0.0025,0.1
2019-08-27 23:25:00,0.3,2.9789,2.9136,10.0231,7.0442,0.1,0.0025,0.1
2019-08-27 23:26:00,0.3,3.0706,2.9789,10.0764,7.0059,0.1,0.0025,0.1
2019-08-27 23:27:00,0.3,3.1379,3.0706,10.1025,6.9646,0.1,0.0025,0.1
2019-08-27 23:28:00,0.3,3.1796,3.1379,10.1252,6.9456,0.1,0.0025,0.1
2019-08-27 23:29:00,0.3,3.2427,3.1796,10.1474,6.9047,0.1,0.0025,0.1
2019-08-27 23:30:00,0.3,3.3052,3.2427,10.1783,6.8731,0.1,0.0025,0.1
2019-08-27 23:31:00,0.3,3.3357,3.3052,10.1835,6.8478,0.1,0.0025,0.1
2019-08-27 23:32:00,0.3,3.4086,3.3357,10.2195,6.8109,0.1,0.0025,0.1
2019-08-27 23:33:00,0.3,3.4301,3.4086,10.2284,6.7983,0.1,0.0025,0.1
2019-08-27 23:34:00,0.3,3.4804,3.4301,10.2511,6.7706,0.1,0.0025,0.1
2019-08-27 23:35:00,0.3,3.5506,3.4804,10.2782,6.7277,0.1,0.0025,0.1
2019-08-27 23:36:00,0.3,3.5799,3.5506,10.2922,6.7123,0.1,0.0025,0.1
2019-08-27 23:37:00,0.3,3.654,3.5799,10.3237,6.6698,0.1,0.0025,0.1
2019-08-27 23:38:00,0.3,3.703,3.654,10.3422,6.6393,0.1,0.0025,0.1
2019-08-27 23:39:00,0.3,3.7873,3.703,10.3876,6.6003,0.1,0.0025,0.1
2019-08-27 23:40:00,0.3,3.8246,3.7873,10.4012,6.5766,0.1,0.0025,0.1
2019-08-27 23:41:00,0.3,3.8829,3.8246,10.4294,6.5465,0.1,0.0025,0.1
2019-08-27 23:42:00,0.3,3.8975,3.8829,10.4289,6.5314,0.1,0.0025,0.1
2019-08-27 23:43:00,0.3,3.9772,3.8975,10.4705,6.4933,0.1,0.0025,0.1
2019-08-27 23:44:00,0.3,4.044,3.9772,10.5022,6.4582,0.1,0.0025,0.1
2019-08-27 23:45:00,0.3,4.0673,4.044,10.5019,6.4345,0.1,0.0025,0.1
2019-08-27 23:46:00,0.3,4.1487,4.0673,10.5482,6.3995,0.1,0.0025,0.1
2019-08-27 23:47:00,0.3,4.2082,4.1487,10.576,6.3678,0.1,0.0025,0.1
2019-08-27 23:48:00,0.3,4.2989,4.2082,10.6177,6.3189,0.1,0.0025,0.1
2019-08-27 23:49:00,0.3,4.3722,4.2989,10.6506,6.2784,0.1,0.0025,0.1
2019-08-27 23:50:00,0.3,4.4816,4.3722,10.7119,6.2303,0.1,0.0025,0.1
2019-08-27 23:51:00,0.3,4.5402,4.4816,10.7394,6.1992,0.1,0.0025,0.1
2019-08-27 23:52:00,0.3,4.6667,4.5402,10.8099,6.1432,0.1,0.0025,0.1
2019-08-27 23:53:00,0.3,4.7565,4.6667,10.8524,6.0959,0.1,0.0025,0.1
2019-08-27 23:54:00,0.3,4.8189,4.7565,10.8761,6.0572,0.1,0.0025,0.1
2019-08-27 23:55:00,0.3,4.894,4.8189,10.9048,6.0108,0.1,0.0025,0.1
2019-08-27 23:56:00,0.3,4.9886,4.894,10.9477,5.9591,0.1,0.0025,0.1
2019-08-27 23:57:00,0.3,5.0673,4.9886,10.986,5.9187,0.1,0.0025,0.1
2019-08-27 23:58:00,0.3,5.1366,5.0673,11.015,5.8784,0.1,0.0025,0.1
2019-08-27 23:59:00,0.3,5.2428,5.1366,11.0729,5.8301,0.1,0.0025,0.1
2019-08-28 00:00:00,0.3,5.3382,5.2428,11.1259,5.7878,0.1,0.0025,0.1
2019-08-28 00:01:00,0.3,5.4097,5.3382,11.1656,5.7558,0.1,0.0025,0.1
2019-08-28 00:02:00,0.3,5.5174,5.4097,11.2184,5.7009,0.1,0.0025,0.1
2019-08-28 00:03:00,0.3,5.5904,5.5174,11.2576,5.6672,0.1,0.0025,0.1
2019-08-28 00:04:00,0.3,6.4366,5.5904,11.899,5.4623,0.1,0.0025,0.1
2019-08-28 00:05:00,0.3,7.3761,6.4366,12.5504,5.1742,0.1,0.0025,0.1
2019-08-28 00:06:00,0.2969,7.7338,7.3761,12.7808,5.047,0.1,0.0025,0.1
2019-08-28 00:07:00,0.3,7.9298,7.7338,12.9091,4.9793,0.1,0.0025,0.1
2019-08-28 00:08:00,0.3,8.0718,7.9298,12.9984,4.9266,0.1,0.0025,0.1
2019-08-28 00:09:00,0.3,8.1862,8.0718,13.0786,4.8924,0.1,0.0025,0.1
2019-08-28 00:10:00,0.3,8.2626,8.1862,13.123,4.8604,0.1,0.0025,0.1
2019-08-28 00:11:00,0.3,8.3336,8.2626,13.1692,4.8355,0.1,0.0025,0.1
2019-08-28 00:12:00,0.3,8.4026,8.3336,13.2091,4.8065,0.1,0.0025,0.1
2019-08-28 00:13:00,0.3,8.4551,8.4026,13.2438,4.7887,0.1,0.0025,0.1
2019-08-28 00:14:00,0.3,8.5153,8.4551,13.2839,4.7686,0.1,0.0025,0.1
2019-08-28 00:15:00,0.3,8.5684,8.5153,13.3124,4.7441,0.1,0.0025,0.1
2019-08-28 00:16:00,0.3,8.6286,8.5684,13.3526,4.7241,0.1,0.0025,0.1
2019-08-28 00:17:00,0.3,8.6811,8.6286,13.3874,4.7063,0.1,0.0025,0.1
2019-08-28 00:18:00,0.3,8.7267,8.6811,13.4176,4.6909,0.1,0.0025,0.1
2019-08-28 00:19:00,0.3,8.7803,8.7267,13.4452,4.6649,0.1,0.0025,0.1
2019-08-28 00:20:00,0.3,8.7942,8.7803,13.4459,4.6517,0.1,0.0025,0.1
2019-08-28 00:21:00,0.3,8.8101,8.7942,13.4512,4.6411,0.1,0.0025,0.1
2019-08-28 00:22:00,0.3,8.8481,8.8101,13.487,4.639,0.1,0.0025,0.1
2019-08-28 00:23:00,0.3,8.9178,8.8481,13.5393,4.6214,0.1,0.0025,0.1
2019-08-28 00:24:00,0.3,8.946,8.9178,13.5567,4.6107,0.1,0.0025,0.1
2019-08-28 00:25:00,0.3,8.9737,8.946,13.5802,4.6065,0.1,0.0025,0.1
2019-08-28 00:26:00,0.3,8.9905,8.9737,13.5925,4.6019,0.1,0.0025,0.1
2019-08-28 00:27:00,0.3,9.0182,8.9905,13.6158,4.5976,0.1,0.0025,0.1
2019-08-28 00:28:00,0.3,9.0441,9.0182,13.6394,4.5953,0.1,0.0025,0.1
2019-08-28 00:29:00,0.3,9.0667,9.0441,13.6576,4.5909,0.1,0.0025,0.1
2019-08-28 00:30:00,0.3,8.9972,9.0667,13.6099,4.6127,0.1,0.0025,0.1
2019-08-28 00:31:00,0.02,7.303,8.9972,12.2883,4.9853,0.1,0.0025,0.1
2019-08-28 00:32:00,0.1378,6.9577,7.303,12.0639,5.1062,0.1,0.0025,0.1
2019-08-28 00:33:00,0.1702,6.8614,6.9577,12.0125,5.1511,0.1,0.0025,0.1
2019-08-28 00:34:00,0.1879,6.8167,6.8614,11.9916,5.175,0.1,0.0025,0.1
2019-08-28 00:35:00,0.2052,6.796,6.8167,11.9874,5.1913,0.1,0.0025,0.1
2019-08-28 00:36:00,0.2201,6.7755,6.796,11.9764,5.2009,0.1,0.0025,0.1
2019-08-28 00:37:00,0.2359,6.7599,6.7755,11.9774,5.2176,0.1,0.0025,0.1
2019-08-28 00:38:00,0.254,6.758,6.7599,11.9829,5.225,0.1,0.0025,0.1
2019-08-28 00:39:00,0.2743,6.7737,6.758,12.0034,5.2297,0.1,0.0025,0.1
2019-08-28 00:40:00,0.2817,6.7343,6.7737,11.9881,5.2538,0.1,0.0025,0.1
2019-08-28 00:41:00,0.3,6.7577,6.7343,12.014,5.2563,0.1,0.0025,0.1
2019-08-28 00:42:00,0.3,6.6987,6.7577,11.977,5.2782,0.1,0.0025,0.1
2019-08-28 00:43:00,0.3,6.6923,6.6987,11.9828,5.2905,0.1,0.0025,0.1
2019-08-28 00:44:00,0.3,6.6424,6.6923,11.957,5.3146,0.1,0.0025,0.1
2019-08-28 00:45:00,0.3,6.6451,6.6424,11.962,5.3169,0.1,0.0025,0.1
2019-08-28 00:46:00,0.3,6.6584,6.6451,11.9779,5.3196,0.1,0.0025,0.1
2019-08-28 00:47:00,0.3,6.6348,6.6584,11.9762,5.3414,0.1,0.0025,0.1
2019-08-28 00:48:00,0.3,6.6472,6.6348,12.0034,5.3562,0.1,0.0025,0.1
2019-08-28 00:49:00,0.3,6.5947,6.6472,11.9781,5.3834,0.1,0.0025,0.1
2019-08-28 00:50:00,0.3,6.5773,6.5947,11.978,5.4007,0.1,0.0025,0.1
2019-08-28 00:51:00,0.3,6.5441,6.5773,11.9621,5.418,0.1,0.0025,0.1
2019-08-28 00:52:00,0.3,6.5604,6.5441,11.9832,5.4228,0.1,0.0025,0.1
2019-08-28 00:53:00,0.3,6.5117,6.5604,11.9572,5.4455,0.1,0.0025,0.1
2019-08-28 00:54:00,0.3,6.5436,6.5117,11.994,5.4504,0.1,0.0025,0.1
2019-08-28 00:55:00,0.3,6.5055,6.5436,11.9783,5.4729,0.1,0.0025,0.1
2019-08-28 00:56:00,0.3,6.4673,6.5055,11.9627,5.4954,0.1,0.0025,0.1
2019-08-28 00:57:00,0.3,6.4806,6.4673,11.9888,5.5082,0.1,0.0025,0.1
2019-08-28 00:58:00,0.3,6.4452,6.4806,11.9734,5.5282,0.1,0.0025,0.1
2019-08-28 00:59:00,0.3,6.3993,6.4452,11.9477,5.5483,0.1,0.0025,0.1
2019-08-28 01:00:00,0.3,6.3808,6.3993,11.937,5.5562,0.1,0.0025,0.1
2019-08-28 01:01:00,0.3,6.3499,6.3808,11.9212,5.5713,0.1,0.0025,0.1
2019-08-28 01:02:00,0.3,6.366,6.3499,11.9475,5.5816,0.1,0.0025,0.1
2019-08-28 01:03:00,0.3,6.3382,6.366,11.948,5.6098,0.1,0.0025,0.1
2019-08-28 01:04:00,0.3,7.2026,6.3382,12.6313,5.4286,0.1,0.0025,0.1
2019-08-28 01:05:00,0.3,7.9644,7.2026,13.1835,5.2191,0.1,0.0025,0.1
2019-08-28 01:06:00,0.2813,8.1501,7.9644,13.3379,5.1878,0.1,0.0025,0.1
2019-08-28 01:07:00,0.3,8.2741,8.1501,13.4308,5.1567,0.1,0.0025,0.1
2019-08-28 01:08:00,0.3,8.3072,8.2741,13.4661,5.1589,0.1,0.0025,0.1
2019-08-28 01:09:00,0.3,8.3348,8.3072,13.501,5.1661,0.1,0.0025,0.1
2019-08-28 01:10:00,0.3,8.3324,8.3348,13.5129,5.1805,0.1,0.0025,0.1
2019-08-28 01:11:00,0.3,8.3008,8.3324,13.4955,5.1946,0.1,0.0025,0.1
2019-08-28 01:12:00,0.3,8.3075,8.3008,13.5188,5.2113,0.1,0.0025,0.1
2019-08-28 01:13:00,0.3,8.2618,8.3075,13.4951,5.2333,0.1,0.0025,0.1
2019-08-28 01:14:00,0.3,8.2293,8.2618,13.4842,5.2549,0.1,0.0025,0.1
2019-08-28 01:15:00,0.3,8.204,8.2293,13.4834,5.2794,0.1,0.0025,0.1
2019-08-28 01:16:00,0.3,8.2002,8.204,13.4891,5.2889,0.1,0.0025,0.1
2019-08-28 01:17:00,0.3,8.1727,8.2002,13.4787,5.3059,0.1,0.0025,0.1
2019-08-28 01:18:00,0.3,8.1249,8.1727,13.4552,5.3303,0.1,0.0025,0.1
2019-08-28 01:19:00,0.3,8.1269,8.1249,13.4672,5.3403,0.1,0.0025,0.1
2019-08-28 01:20:00,0.3,8.1264,8.1269,13.479,5.3525,0.1,0.0025,0.1
2019-08-28 01:21:00,0.3,8.0877,8.1264,13.4673,5.3797,0.1,0.0025,0.1
2019-08-28 01:22:00,0.3,8.0499,8.0877,13.4495,5.3996,0.1,0.0025,0.1
2019-08-28 01:23:00,0.3,8.0127,8.0499,13.4322,5.4195,0.1,0.0025,0.1
2019-08-28 01:24:00,0.3,7.9839,8.0127,13.4206,5.4367,0.1,0.0025,0.1
2019-08-28 01:25:00,0.3,7.958,7.9839,13.4148,5.4568,0.1,0.0025,0.1
2019-08-28 01:26:00,0.3,7.9356,7.958,13.4148,5.4792,0.1,0.0025,0.1
2019-08-28 01:27:00,0.3,7.9192,7.9356,13.4086,5.4894,0.1,0.0025,0.1
2019-08-28 01:28:00,0.3,7.8767,7.9192,13.3914,5.5147,0.1,0.0025,0.1
2019-08-28 01:29:00,0.3,7.8317,7.8767,13.3741,5.5425,0.1,0.0025,0.1
2019-08-28 01:30:00,0.3,7.8051,7.8317,13.3629,5.5579,0.1,0.0025,0.1
2019-08-28 01:31:00,0.3,7.7892,7.8051,13.3624,5.5732,0.1,0.0025,0.1
2019-08-28 01:32:00,0.3,7.7307,7.7892,13.3396,5.6089,0.1,0.0025,0.1
2019-08-28 01:33:00,0.3,7.6774,7.7307,13.3172,5.6398,0.1,0.0025,0.1
2019-08-28 01:34:00,0.3,7.6504,7.6774,13.311,5.6607,0.1,0.0025,0.1
2019-08-28 01:35:00,0.3,7.6133,7.6504,13.2946,5.6813,0.1,0.0025,0.1
2019-08-28 01:36:00,0.3,7.5775,7.6133,13.2768,5.6993,0.1,0.0025,0.1
2019-08-28 01:37:00,0.3,7.5632,7.5775,13.2889,5.7256,0.1,0.0025,0.1
2019-08-28 01:38:00,0.3,7.5142,7.5632,13.2715,5.7573,0.1,0.0025,0.1
2019-08-28 01:39:00,0.3,7.4165,7.5142,13.2132,5.7967,0.1,0.0025,0.1
2019-08-28 01:40:00,0.3,7.3334,7.4165,13.1724,5.839,0.1,0.0025,0.1
2019-08-28 01:41:00,0.3,7.237,7.3334,13.1158,5.8788,0.1,0.0025,0.1
2019-08-28 01:42:00,0.3,7.1899,7.237,13.0929,5.903,0.1,0.0025,0.1
2019-08-28 01:43:00,0.3,7.1437,7.1899,13.0712,5.9275,0.1,0.0025,0.1
2019-08-28 01:44:00,0.3,7.08,7.1437,13.0425,5.9626,0.1,0.0025,0.1
2019-08-28 01:45:00,0.3,7.0463,7.08,13.0364,5.9902,0.1,0.0025,0.1
2019-08-28 01:46:00,0.3,6.9599,7.0463,13.0021,6.0422,0.1,0.0025,0.1
2019-08-28 01:47:00,0.2094,6.384,6.9599,12.5879,6.2039,0.1,0.0025,0.1
2019-08-28 01:48:00,0.2864,6.4012,6.384,12.6498,6.2486,0.1,0.0025,0.1
2019-08-28 01:49:00,0.3,6.6585,6.4012,12.8508,6.1923,0.1,0.0025,0.1
2019-08-28 01:50:00,0.2869,6.6388,6.6585,12.845,6.2062,0.1,0.0025,0.1
2019-08-28 01:51:00,0.3,6.6396,6.6388,12.8568,6.2172,0.1,0.0025,0.1
2019-08-28 01:52:00,0.3,6.6216,6.6396,12.8561,6.2345,0.1,0.0025,0.1
2019-08-28 01:53:00,0.3,6.602,6.6216,12.8507,6.2487,0.1,0.0025,0.1
2019-08-28 01:54:00,0.3,6.5577,6.602,12.8347,6.277,0.1,0.0025,0.1
2019-08-28 01:55:00,0.3,6.5453,6.5577,12.8338,6.2884,0.1,0.0025,0.1
2019-08-28 01:56:00,0.269,6.3051,6.5453,12.671,6.3659,0.1,0.0025,0.1
2019-08-28 01:57:00,0.2999,6.2613,6.3051,12.6616,6.4003,0.1,0.0025,0.1
2019-08-28 01:58:00,0.3,6.2525,6.2613,12.6677,6.4152,0.1,0.0025,0.1
2019-08-28 01:59:00,0.3,6.3225,6.2525,12.7346,6.4121,0.1,0.0025,0.1
2019-08-28 02:00:00,0.3,6.3105,6.3225,12.74,6.4295,0.1,0.0025,0.1
2019-08-28 02:01:00,0.3,6.282,6.3105,12.7347,6.4527,0.1,0.0025,0.1
2019-08-28 02:02:00,0.3,6.2616,6.282,12.7348,6.4732,0.1,0.0025,0.1
2019-08-28 02:03:00,0.3,6.244,6.2616,12.7348,6.4908,0.1,0.0025,0.1
2019-08-28 02:04:00,0.3,6.2019,6.244,12.7133,6.5114,0.1,0.0025,0.1
2019-08-28 02:05:00,0.3,6.2978,6.2019,12.7975,6.4997,0.1,0.0025,0.1
2019-08-28 02:06:00,0.299,6.2625,6.2978,12.786,6.5235,0.1,0.0025,0.1
2019-08-28 02:07:00,0.3,6.2594,6.2625,12.8034,6.544,0.1,0.0025,0.1
2019-08-28 02:08:00,0.3,6.2501,6.2594,12.8029,6.5528,0.1,0.0025,0.1
2019-08-28 02:09:00,0.3,6.2324,6.2501,12.7972,6.5648,0.1,0.0025,0.1
2019-08-28 02:10:00,0.3,6.187,6.2324,12.7695,6.5825,0.1,0.0025,0.1
2019-08-28 02:11:00,0.3,6.1377,6.187,12.7473,6.6096,0.1,0.0025,0.1
2019-08-28 02:12:00,0.3,6.1096,6.1377,12.7427,6.6332,0.1,0.0025,0.1
2019-08-28 02:13:00,0.3,6.0769,6.1096,12.731,6.6542,0.1,0.0025,0.1
2019-08-28 02:14:00,0.3,6.0277,6.0769,12.7091,6.6814,0.1,0.0025,0.1
2019-08-28 02:15:00,0.3,5.998,6.0277,12.7036,6.7056,0.1,0.0025,0.1
2019-08-28 02:16:00,0.3,5.9276,5.998,12.67,6.7424,0.1,0.0025,0.1
2019-08-28 02:17:00,0.3,5.8819,5.9276,12.6486,6.7667,0.1,0.0025,0.1
2019-08-28 02:18:00,0.3,5.8439,5.8819,12.6321,6.7882,0.1,0.0025,0.1
2019-08-28 02:19:00,0.3,5.8133,5.8439,12.6259,6.8126,0.1,0.0025,0.1
2019-08-28 02:20:00,0.3,5.7585,5.8133,12.605,6.8465,0.1,0.0025,0.1
2019-08-28 02:21:00,0.3,5.7088,5.7585,12.583,6.8742,0.1,0.0025,0.1
2019-08-28 02:22:00,0.3,5.6563,5.7088,12.5555,6.8992,0.1,0.0025,0.1
2019-08-28 02:23:00,0.3,5.626,5.6563,12.55,6.924,0.1,0.0025,0.1
2019-08-28 02:24:00,0.3,5.6027,5.626,12.5392,6.9365,0.1,0.0025,0.1
2019-08-28 02:25:00,0.3,5.5236,5.6027,12.5009,6.9773,0.1,0.0025,0.1
2019-08-28 02:26:00,0.3,5.4648,5.5236,12.4736,7.0088,0.1,0.0025,0.1
2019-08-28 02:27:00,0.3,5.4776,5.4648,12.4799,7.0022,0.1,0.0025,0.1
2019-08-28 02:28:00,0.3,5.4558,5.4776,12.474,7.0182,0.1,0.0025,0.1
2019-08-28 02:29:00,0.3,5.4201,5.4558,12.4574,7.0373,0.1,0.0025,0.1
2019-08-28 02:30:00,0.3,5.3857,5.4201,12.4418,7.0561,0.1,0.0025,0.1
2019-08-28 02:31:00,0.3,5.3378,5.3857,12.4198,7.082,0.1,0.0025,0.1
2019-08-28 02:32:00,0.3,5.3125,5.3378,12.4202,7.1077,0.1,0.0025,0.1
2019-08-28 02:33:00,0.3,5.2473,5.3125,12.377,7.1297,0.1,0.0025,0.1
2019-08-28 02:34:00,0.3,5.2156,5.2473,12.3613,7.1457,0.1,0.0025,0.1
2019-08-28 02:35:00,0.3,5.1749,5.2156,12.3498,7.1749,0.1,0.0025,0.1
2019-08-28 02:36:00,0.3,5.126,5.1749,12.3235,7.1975,0.1,0.0025,0.1
2019-08-28 02:37:00,0.3,5.0744,5.126,12.2914,7.217,0.1,0.0025,0.1
2019-08-28 02:38:00,0.3,5.0037,5.0744,12.2595,7.2558,0.1,0.0025,0.1
2019-08-28 02:39:00,0.3,5.0046,5.0037,12.2801,7.2755,0.1,0.0025,0.1
2019-08-28 02:40:00,0.3,4.9697,5.0046,12.2587,7.289,0.1,0.0025,0.1
2019-08-28 02:41:00,0.3,4.9199,4.9697,12.2379,7.318,0.1,0.0025,0.1
2019-08-28 02:42:00,0.3,4.8722,4.9199,12.2166,7.3444,0.1,0.0025,0.1
2019-08-28 02:43:00,0.3,4.8436,4.8722,12.2112,7.3676,0.1,0.0025,0.1
2019-08-28 02:44:00,0.3,4.7841,4.8436,12.1847,7.4006,0.1,0.0025,0.1
2019-08-28 02:45:00,0.3,4.7366,4.7841,12.1634,7.4268,0.1,0.0025,0.1
2019-08-28 02:46:00,0.3,4.6935,4.7366,12.1372,7.4438,0.1,0.0025,0.1
2019-08-28 02:47:00,0.3,4.6477,4.6935,12.1213,7.4736,0.1,0.0025,0.1
2019-08-28 02:48:00,0.3,4.6279,4.6477,12.1219,7.494,0.1,0.0025,0.1
2019-08-28 02:49:00,0.2985,4.5536,4.6279,12.0744,7.5208,0.1,0.0025,0.1
2019-08-28 02:50:00,0.3,4.5143,4.5536,12.0588,7.5445,0.1,0.0025,0.1
2019-08-28 02:51:00,0.3,4.4937,4.5143,12.0586,7.5649,0.1,0.0025,0.1
2019-08-28 02:52:00,0.3,4.4859,4.4937,12.0575,7.5716,0.1,0.0025,0.1
2019-08-28 02:53:00,0.3,4.4437,4.4859,12.0325,7.5888,0.1,0.0025,0.1
2019-08-28 02:54:00,0.3,4.4028,4.4437,12.0118,7.609,0.1,0.0025,0.1
2019-08-28 02:55:00,0.3,4.3752,4.4028,12.0115,7.6363,0.1,0.0025,0.1
2019-08-28 02:56:00,0.3,4.3374,4.3752,12.0013,7.6638,0.1,0.0025,0.1
2019-08-28 02:57:00,0.2988,4.2591,4.3374,11.9644,7.7053,0.1,0.0025,0.1
2019-08-28 02:58:00,0.3,4.2255,4.2591,11.9484,7.7229,0.1,0.0025,0.1
2019-08-28 02:59:00,0.3,4.1757,4.2255,11.9224,7.7467,0.1,0.0025,0.1
2019-08-28 03:00:00,0.2931,4.0657,4.1757,11.8652,7.7995,0.1,0.0025,0.1
2019-08-28 03:01:00,0.3,4.0249,4.0657,11.8348,7.8099,0.1,0.0025,0.1
2019-08-28 03:02:00,0.3,4.011,4.0249,11.8347,7.8237,0.1,0.0025,0.1
