datetime,DOsp_1,Delta DOsp,error_1,error_2,Delta error,NH4,NO3,P,I,D,Cntrb. P,Cntrb. I,Cntrb. D
2019-10-01 01:47:00,0.2212,0.0064,-4.099,-4.1532,0.0542,7.8896,11.9886,0.175,0.00075,0.03,0.0095,-0.0031,-0.0
2019-10-01 01:48:00,0.2279,0.0067,-4.0438,-4.099,0.0552,7.929,11.9728,0.175,0.00075,0.03,0.0097,-0.003,0.0
2019-10-01 01:49:00,0.2331,0.0052,-3.9959,-4.0438,0.0479,7.9614,11.9572,0.175,0.00075,0.03,0.0084,-0.003,-0.0002
2019-10-01 01:50:00,0.232,-0.0011,-3.9797,-3.9959,0.0162,7.9773,11.957,0.175,0.00075,0.03,0.0028,-0.003,-0.001
2019-10-01 01:51:00,0.2285,-0.0035,-3.9797,-3.9797,0.0,7.9773,11.957,0.175,0.00075,0.03,0.0,-0.003,-0.0005
2019-10-01 01:52:00,0.2491,0.0206,-3.865,-3.9797,0.1147,8.0406,11.9056,0.175,0.00075,0.03,0.0201,-0.0029,0.0034
2019-10-01 01:53:00,0.2525,0.0034,-3.8176,-3.865,0.0474,8.0618,11.8794,0.175,0.00075,0.03,0.0083,-0.0029,-0.002
2019-10-01 01:54:00,0.2567,0.0042,-3.7765,-3.8176,0.0411,8.0873,11.8639,0.175,0.00075,0.03,0.0072,-0.0028,-0.0002
2019-10-01 01:55:00,0.2598,0.0031,-3.7416,-3.7765,0.0349,8.1122,11.8537,0.175,0.00075,0.03,0.0061,-0.0028,-0.0002
2019-10-01 01:56:00,0.2675,0.0077,-3.6856,-3.7416,0.056,8.1418,11.8275,0.175,0.00075,0.03,0.0098,-0.0028,0.0006
2019-10-01 01:57:00,0.2675,0.0,-3.6639,-3.6856,0.0217,8.1639,11.8278,0.175,0.00075,0.03,0.0038,-0.0027,-0.001
2019-10-01 01:58:00,0.2757,0.0082,-3.6076,-3.6639,0.0563,8.2001,11.8077,0.175,0.00075,0.03,0.0099,-0.0027,0.001
2019-10-01 01:59:00,0.2766,0.0009,-3.5818,-3.6076,0.0258,8.2206,11.8024,0.175,0.00075,0.03,0.0045,-0.0027,-0.0009
2019-10-01 02:00:00,0.2731,-0.0035,-3.5818,-3.5818,-0.0,8.2206,11.8024,0.175,0.00075,0.03,-0.0,-0.0027,-0.0008
2019-10-01 02:01:00,0.2917,0.0186,-3.4785,-3.5818,0.1033,8.278,11.7565,0.175,0.00075,0.03,0.0181,-0.0026,0.0031
2019-10-01 02:02:00,0.298,0.0063,-3.4201,-3.4785,0.0584,8.3111,11.7311,0.175,0.00075,0.03,0.0102,-0.0026,-0.0013
2019-10-01 02:03:00,0.3079,0.0099,-3.3508,-3.4201,0.0693,8.3446,11.6953,0.175,0.00075,0.03,0.0121,-0.0025,0.0003
2019-10-01 02:04:00,0.3043,-0.0036,-3.3457,-3.3508,0.0051,8.3597,11.7055,0.175,0.00075,0.03,0.0009,-0.0025,-0.0019
2019-10-01 02:05:00,0.3114,0.0071,-3.2981,-3.3457,0.0476,8.382,11.6801,0.175,0.00075,0.03,0.0083,-0.0025,0.0013
2019-10-01 02:06:00,0.3226,0.0112,-3.2245,-3.2981,0.0736,8.4194,11.6439,0.175,0.00075,0.03,0.0129,-0.0024,0.0008
2019-10-01 02:07:00,0.323,0.0004,-3.2002,-3.2245,0.0243,8.4384,11.6386,0.175,0.00075,0.03,0.0043,-0.0024,-0.0015
2019-10-01 02:08:00,0.323,-0.0,-3.1851,-3.2002,0.0151,8.4537,11.6388,0.175,0.00075,0.03,0.0026,-0.0024,-0.0003
2019-10-01 02:09:00,0.3314,0.0084,-3.1307,-3.1851,0.0544,8.4729,11.6035,0.175,0.00075,0.03,0.0095,-0.0023,0.0012
2019-10-01 02:10:00,0.3412,0.0098,-3.0636,-3.1307,0.0671,8.5035,11.5672,0.175,0.00075,0.03,0.0117,-0.0023,0.0004
2019-10-01 02:11:00,0.3423,0.0011,-3.0373,-3.0636,0.0263,8.519,11.5564,0.175,0.00075,0.03,0.0046,-0.0023,-0.0012
2019-10-01 02:12:00,0.3392,-0.0031,-3.0373,-3.0373,-0.0,8.519,11.5564,0.175,0.00075,0.03,-0.0,-0.0023,-0.0008
2019-10-01 02:13:00,0.3438,0.0046,-3.0038,-3.0373,0.0335,8.5419,11.5457,0.175,0.00075,0.03,0.0059,-0.0023,0.001
2019-10-01 02:14:00,0.3513,0.0075,-2.9514,-3.0038,0.0524,8.5685,11.5199,0.175,0.00075,0.03,0.0092,-0.0022,0.0006
2019-10-01 02:15:00,0.3523,0.001,-2.9279,-2.9514,0.0235,8.5763,11.5042,0.175,0.00075,0.03,0.0041,-0.0022,-0.0009
2019-10-01 02:16:01,0.3572,0.0049,-2.89,-2.9279,0.0379,8.599,11.4891,0.175,0.00075,0.03,0.0066,-0.0022,0.0004
2019-10-01 02:17:00,0.3623,0.0051,-2.8492,-2.89,0.0408,8.6145,11.4637,0.175,0.00075,0.03,0.0071,-0.0021,0.0001
2019-10-01 02:18:01,0.3599,-0.0024,-2.8446,-2.8492,0.0046,8.6192,11.4638,0.175,0.00075,0.03,0.0008,-0.0021,-0.0011
2019-10-01 02:19:00,0.369,0.0091,-2.7893,-2.8446,0.0553,8.6492,11.4385,0.175,0.00075,0.03,0.0097,-0.0021,0.0015
2019-10-01 02:20:00,0.3728,0.0038,-2.7526,-2.7893,0.0367,8.671,11.4236,0.175,0.00075,0.03,0.0064,-0.0021,-0.0006
2019-10-01 02:21:00,0.3696,-0.0032,-2.7526,-2.7526,0.0,8.671,11.4236,0.175,0.00075,0.03,0.0,-0.0021,-0.0011
2019-10-01 02:22:00,0.3784,0.0088,-2.6999,-2.7526,0.0527,8.6883,11.3883,0.175,0.00075,0.03,0.0092,-0.002,0.0016
2019-10-01 02:23:00,0.3893,0.0109,-2.6294,-2.6999,0.0705,8.7238,11.3532,0.175,0.00075,0.03,0.0123,-0.002,0.0005
2019-10-01 02:24:00,0.3941,0.0048,-2.5863,-2.6294,0.0431,8.747,11.3334,0.175,0.00075,0.03,0.0075,-0.0019,-0.0008
2019-10-01 02:25:00,0.398,0.0039,-2.5516,-2.5863,0.0347,8.767,11.3186,0.175,0.00075,0.03,0.0061,-0.0019,-0.0003
2019-10-01 02:26:00,0.4,0.002,-2.5151,-2.5516,0.0365,8.7941,11.3093,0.175,0.00075,0.03,0.0064,-0.0019,0.0001
2019-10-01 02:27:00,0.4,0.0,-2.4984,-2.5151,0.0167,8.8019,11.3003,0.175,0.00075,0.03,0.0029,-0.0019,-0.0006
2019-10-01 02:28:00,0.4,0.0,-2.4347,-2.4984,0.0637,8.841,11.2758,0.175,0.00075,0.03,0.0111,-0.0018,0.0014
2019-10-01 02:29:00,0.399,-0.001,-2.4213,-2.4347,0.0134,8.8499,11.2712,0.175,0.00075,0.03,0.0023,-0.0018,-0.0015
2019-10-01 02:30:00,0.3968,-0.0022,-2.4213,-2.4213,-0.0,8.8499,11.2712,0.175,0.00075,0.03,-0.0,-0.0018,-0.0004
2019-10-01 02:31:00,0.4,0.0032,-2.3651,-2.4213,0.0562,8.8917,11.2569,0.175,0.00075,0.03,0.0098,-0.0018,0.0017
2019-10-01 02:32:00,0.3991,-0.0009,-2.3527,-2.3651,0.0124,8.9149,11.2675,0.175,0.00075,0.03,0.0022,-0.0018,-0.0013
2019-10-01 02:33:00,0.4,0.0009,-2.3096,-2.3527,0.0431,8.9388,11.2484,0.175,0.00075,0.03,0.0075,-0.0017,0.0009
2019-10-01 02:34:00,0.3998,-0.0002,-2.2959,-2.3096,0.0137,8.9429,11.2389,0.175,0.00075,0.03,0.0024,-0.0017,-0.0009
2019-10-01 02:35:00,0.398,-0.0018,-2.2941,-2.2959,0.0018,8.9548,11.249,0.175,0.00075,0.03,0.0003,-0.0017,-0.0004
2019-10-01 02:36:00,0.4,0.002,-2.2537,-2.2941,0.0404,8.971,11.2247,0.175,0.00075,0.03,0.0071,-0.0017,0.0012
2019-10-01 02:37:00,0.4,0.0,-2.227,-2.2537,0.0267,8.983,11.21,0.175,0.00075,0.03,0.0047,-0.0017,-0.0004
2019-10-01 02:38:00,0.4,0.0,-2.1836,-2.227,0.0434,9.0071,11.1907,0.175,0.00075,0.03,0.0076,-0.0016,0.0005
2019-10-01 02:39:00,0.4,0.0,-2.1682,-2.1836,0.0154,9.0228,11.1909,0.175,0.00075,0.03,0.0027,-0.0016,-0.0008
2019-10-01 02:40:00,0.4,0.0,-2.132,-2.1682,0.0362,9.0395,11.1714,0.175,0.00075,0.03,0.0063,-0.0016,0.0006
2019-10-01 02:41:00,0.4,0.0,-2.1078,-2.132,0.0242,9.0589,11.1667,0.175,0.00075,0.03,0.0042,-0.0016,-0.0004
2019-10-01 02:42:00,0.3987,-0.0013,-2.1029,-2.1078,0.0049,9.0588,11.1617,0.175,0.00075,0.03,0.0009,-0.0016,-0.0006
2019-10-01 02:43:00,0.4,0.0013,-2.0775,-2.1029,0.0254,9.0834,11.1609,0.175,0.00075,0.03,0.0045,-0.0016,0.0006
2019-10-01 02:44:00,0.3987,-0.0013,-2.0728,-2.0775,0.0047,9.0881,11.1608,0.175,0.00075,0.03,0.0008,-0.0016,-0.0006
2019-10-01 02:45:00,0.4,0.0013,-2.0518,-2.0728,0.021,9.1085,11.1603,0.175,0.00075,0.03,0.0037,-0.0015,0.0005
2019-10-01 02:46:00,0.3933,-0.0067,-2.074,-2.0518,-0.0222,9.1006,11.1746,0.175,0.00075,0.03,-0.0039,-0.0016,-0.0013
2019-10-01 02:47:00,0.4,0.0067,-2.0154,-2.074,0.0586,9.1251,11.1405,0.175,0.00075,0.03,0.0103,-0.0015,0.0024
2019-10-01 02:48:00,0.4,0.0,-1.9923,-2.0154,0.0231,9.1332,11.1256,0.175,0.00075,0.03,0.004,-0.0015,-0.0011
2019-10-01 02:49:00,0.4,0.0,-1.9792,-1.9923,0.0131,9.1319,11.1111,0.175,0.00075,0.03,0.0023,-0.0015,-0.0003
2019-10-01 02:50:00,0.4,-0.0,-1.9702,-1.9792,0.009,9.1262,11.0965,0.175,0.00075,0.03,0.0016,-0.0015,-0.0001
2019-10-01 02:51:00,0.3982,-0.0018,-1.9702,-1.9702,-0.0,9.1262,11.0965,0.175,0.00075,0.03,-0.0,-0.0015,-0.0003
2019-10-01 02:52:00,0.4,0.0018,-1.9112,-1.9702,0.059,9.1522,11.0634,0.175,0.00075,0.03,0.0103,-0.0014,0.0018
2019-10-01 02:53:00,0.4,0.0,-1.8947,-1.9112,0.0165,9.1642,11.0589,0.175,0.00075,0.03,0.0029,-0.0014,-0.0013
2019-10-01 02:54:00,0.3992,-0.0008,-1.8891,-1.8947,0.0056,9.1649,11.054,0.175,0.00075,0.03,0.001,-0.0014,-0.0003
2019-10-01 02:55:00,0.4,0.0008,-1.8336,-1.8891,0.0555,9.1817,11.0153,0.175,0.00075,0.03,0.0097,-0.0014,0.0015
2019-10-01 02:56:00,0.4,0.0,-1.7915,-1.8336,0.0421,9.2005,10.992,0.175,0.00075,0.03,0.0074,-0.0013,-0.0004
2019-10-01 02:57:00,0.3998,-0.0002,-1.7796,-1.7915,0.0119,9.2128,10.9924,0.175,0.00075,0.03,0.0021,-0.0013,-0.0009
2019-10-01 02:58:00,0.3971,-0.0027,-1.7845,-1.7796,-0.0049,9.2132,10.9977,0.175,0.00075,0.03,-0.0009,-0.0013,-0.0005
2019-10-01 02:59:00,0.3952,-0.0019,-1.7877,-1.7845,-0.0032,9.2104,10.9982,0.175,0.00075,0.03,-0.0006,-0.0013,0.0
2019-10-01 03:00:00,0.3943,-0.0009,-1.7858,-1.7877,0.0019,9.2125,10.9983,0.175,0.00075,0.03,0.0003,-0.0013,0.0002
2019-10-01 03:01:00,0.3944,0.0001,-1.7783,-1.7858,0.0075,9.2203,10.9986,0.175,0.00075,0.03,0.0013,-0.0013,0.0002
2019-10-01 03:02:00,0.3955,0.0011,-1.7652,-1.7783,0.0131,9.2287,10.9939,0.175,0.00075,0.03,0.0023,-0.0013,0.0002
2019-10-01 03:03:00,0.3936,-0.0019,-1.7662,-1.7652,-0.001,9.2286,10.9948,0.175,0.00075,0.03,-0.0002,-0.0013,-0.0004
2019-10-01 03:04:00,0.3938,0.0002,-1.7589,-1.7662,0.0073,9.2409,10.9998,0.175,0.00075,0.03,0.0013,-0.0013,0.0002
2019-10-01 03:05:00,0.397,0.0032,-1.7359,-1.7589,0.023,9.2492,10.9852,0.175,0.00075,0.03,0.004,-0.0013,0.0005
2019-10-01 03:06:00,0.391,-0.006,-1.7551,-1.7359,-0.0192,9.2493,11.0044,0.175,0.00075,0.03,-0.0034,-0.0013,-0.0013
2019-10-01 03:07:00,0.3888,-0.0022,-1.7623,-1.7551,-0.0072,9.2373,10.9996,0.175,0.00075,0.03,-0.0013,-0.0013,0.0004
2019-10-01 03:08:00,0.3847,-0.0041,-1.7768,-1.7623,-0.0145,9.2283,11.0051,0.175,0.00075,0.03,-0.0025,-0.0013,-0.0002
2019-10-01 03:09:00,0.3948,0.0101,-1.7236,-1.7768,0.0532,9.2528,10.9763,0.175,0.00075,0.03,0.0093,-0.0013,0.002
2019-10-01 03:10:00,0.3931,-0.0017,-1.7178,-1.7236,0.0058,9.249,10.9669,0.175,0.00075,0.03,0.001,-0.0013,-0.0014
2019-10-01 03:11:00,0.3914,-0.0017,-1.7191,-1.7178,-0.0013,9.2529,10.972,0.175,0.00075,0.03,-0.0002,-0.0013,-0.0002
2019-10-01 03:12:00,0.3901,-0.0013,-1.7191,-1.7191,-0.0,9.2529,10.972,0.175,0.00075,0.03,-0.0,-0.0013,0.0
2019-10-01 03:13:00,0.3888,-0.0013,-1.7191,-1.7191,-0.0,9.2529,10.972,0.175,0.00075,0.03,-0.0,-0.0013,-0.0
2019-10-01 03:14:00,0.3848,-0.004,-1.7324,-1.7191,-0.0133,9.2493,10.9817,0.175,0.00075,0.03,-0.0023,-0.0013,-0.0004
2019-10-01 03:15:00,0.3802,-0.0046,-1.7503,-1.7324,-0.0179,9.2363,10.9866,0.175,0.00075,0.03,-0.0031,-0.0013,-0.0001
2019-10-01 03:16:00,0.3746,-0.0056,-1.7735,-1.7503,-0.0232,9.2277,11.0012,0.175,0.00075,0.03,-0.0041,-0.0013,-0.0002
2019-10-01 03:17:00,0.3675,-0.0071,-1.8047,-1.7735,-0.0312,9.2159,11.0206,0.175,0.00075,0.03,-0.0055,-0.0014,-0.0002
2019-10-01 03:18:00,0.3697,0.0022,-1.7918,-1.8047,0.0129,9.2239,11.0157,0.175,0.00075,0.03,0.0023,-0.0013,0.0013
2019-10-01 03:19:00,0.3643,-0.0054,-1.8096,-1.7918,-0.0178,9.2204,11.03,0.175,0.00075,0.03,-0.0031,-0.0014,-0.0009
2019-10-01 03:20:00,0.3634,-0.0009,-1.8099,-1.8096,-0.0003,9.2158,11.0257,0.175,0.00075,0.03,-0.0001,-0.0014,0.0005
2019-10-01 03:21:00,0.3638,0.0004,-1.8013,-1.8099,0.0086,9.21,11.0114,0.175,0.00075,0.03,0.0015,-0.0014,0.0003
2019-10-01 03:22:00,0.3637,-0.0001,-1.7941,-1.8013,0.0072,9.2124,11.0065,0.175,0.00075,0.03,0.0013,-0.0013,-0.0
2019-10-01 03:23:00,0.361,-0.0027,-1.7995,-1.7941,-0.0054,9.2116,11.011,0.175,0.00075,0.03,-0.0009,-0.0013,-0.0004
2019-10-01 03:24:00,0.351,-0.01,-1.8425,-1.7995,-0.043,9.1878,11.0303,0.175,0.00075,0.03,-0.0075,-0.0014,-0.0011
2019-10-01 03:25:00,0.3569,0.0059,-1.8136,-1.8425,0.0289,9.2029,11.0165,0.175,0.00075,0.03,0.0051,-0.0014,0.0022
2019-10-01 03:26:00,0.3503,-0.0066,-1.8351,-1.8136,-0.0215,9.1911,11.0262,0.175,0.00075,0.03,-0.0038,-0.0014,-0.0015
2019-10-01 03:27:00,0.3509,0.0006,-1.8285,-1.8351,0.0066,9.1782,11.0067,0.175,0.00075,0.03,0.0012,-0.0014,0.0008
2019-10-01 03:28:00,0.3483,-0.0026,-1.8334,-1.8285,-0.0049,9.1784,11.0118,0.175,0.00075,0.03,-0.0009,-0.0014,-0.0003
2019-10-01 03:29:00,0.3489,0.0006,-1.8243,-1.8334,0.0091,9.1783,11.0026,0.175,0.00075,0.03,0.0016,-0.0014,0.0004
2019-10-01 03:30:00,0.3443,-0.0046,-1.8388,-1.8243,-0.0145,9.1732,11.012,0.175,0.00075,0.03,-0.0025,-0.0014,-0.0007
2019-10-01 03:31:00,0.3434,-0.0009,-1.8388,-1.8388,0.0,9.1732,11.012,0.175,0.00075,0.03,0.0,-0.0014,0.0004
2019-10-01 03:32:00,0.3304,-0.013,-1.8954,-1.8388,-0.0566,9.141,11.0364,0.175,0.00075,0.03,-0.0099,-0.0014,-0.0017
2019-10-01 03:33:00,0.3299,-0.0005,-1.8992,-1.8954,-0.0038,9.1367,11.0359,0.175,0.00075,0.03,-0.0007,-0.0014,0.0016
2019-10-01 03:34:00,0.3221,-0.0078,-1.9307,-1.8992,-0.0315,9.1252,11.0558,0.175,0.00075,0.03,-0.0055,-0.0014,-0.0008
2019-10-01 03:35:00,0.3196,-0.0025,-1.9406,-1.9307,-0.0099,9.1205,11.061,0.175,0.00075,0.03,-0.0017,-0.0015,0.0006
2019-10-01 03:36:00,0.315,-0.0046,-1.9572,-1.9406,-0.0166,9.1085,11.0657,0.175,0.00075,0.03,-0.0029,-0.0015,-0.0002
2019-10-01 03:37:00,0.3063,-0.0087,-1.9949,-1.9572,-0.0377,9.1003,11.0952,0.175,0.00075,0.03,-0.0066,-0.0015,-0.0006
2019-10-01 03:38:00,0.3057,-0.0006,-1.996,-1.9949,-0.0011,9.0841,11.0801,0.175,0.00075,0.03,-0.0002,-0.0015,0.0011
2019-10-01 03:39:00,0.2981,-0.0076,-2.0257,-1.996,-0.0297,9.0689,11.0947,0.175,0.00075,0.03,-0.0052,-0.0015,-0.0009
2019-10-01 03:40:00,0.2975,-0.0006,-2.0257,-2.0257,-0.0,9.0689,11.0947,0.175,0.00075,0.03,-0.0,-0.0015,0.0009
2019-10-01 03:41:00,0.2977,0.0002,-2.0173,-2.0257,0.0084,9.0774,11.0947,0.175,0.00075,0.03,0.0015,-0.0015,0.0003
2019-10-01 03:42:00,0.2905,-0.0072,-2.0439,-2.0173,-0.0266,9.0608,11.1047,0.175,0.00075,0.03,-0.0047,-0.0015,-0.0011
2019-10-01 03:43:00,0.283,-0.0075,-2.0766,-2.0439,-0.0327,9.0526,11.1292,0.175,0.00075,0.03,-0.0057,-0.0016,-0.0002
2019-10-01 03:44:00,0.2779,-0.0051,-2.0984,-2.0766,-0.0218,9.0402,11.1386,0.175,0.00075,0.03,-0.0038,-0.0016,0.0003
2019-10-01 03:45:00,0.2691,-0.0088,-2.1368,-2.0984,-0.0384,9.0116,11.1484,0.175,0.00075,0.03,-0.0067,-0.0016,-0.0005
2019-10-01 03:46:00,0.261,-0.0081,-2.1738,-2.1368,-0.037,8.9996,11.1734,0.175,0.00075,0.03,-0.0065,-0.0016,0.0
2019-10-01 03:47:00,0.2552,-0.0058,-2.1997,-2.1738,-0.0259,8.9835,11.1832,0.175,0.00075,0.03,-0.0045,-0.0016,0.0003
2019-10-01 03:48:00,0.2501,-0.0051,-2.2201,-2.1997,-0.0204,8.9634,11.1836,0.175,0.00075,0.03,-0.0036,-0.0017,0.0002
2019-10-01 03:49:00,0.244,-0.0061,-2.2447,-2.2201,-0.0246,8.9587,11.2035,0.175,0.00075,0.03,-0.0043,-0.0017,-0.0001
2019-10-01 03:50:00,0.2342,-0.0098,-2.2879,-2.2447,-0.0432,8.9311,11.219,0.175,0.00075,0.03,-0.0076,-0.0017,-0.0006
2019-10-01 03:51:00,0.2226,-0.0116,-2.3425,-2.2879,-0.0546,8.9112,11.2536,0.175,0.00075,0.03,-0.0095,-0.0018,-0.0003
2019-10-01 03:52:00,0.2225,-0.0001,-2.3425,-2.3425,0.0,8.9112,11.2536,0.175,0.00075,0.03,0.0,-0.0018,0.0016
2019-10-01 03:53:00,0.2167,-0.0058,-2.3623,-2.3425,-0.0198,8.9071,11.2693,0.175,0.00075,0.03,-0.0035,-0.0018,-0.0006
2019-10-01 03:54:00,0.207,-0.0097,-2.4037,-2.3623,-0.0414,8.8758,11.2794,0.175,0.00075,0.03,-0.0072,-0.0018,-0.0006
2019-10-01 03:55:00,0.2074,0.0004,-2.3991,-2.4037,0.0046,8.8754,11.2745,0.175,0.00075,0.03,0.0008,-0.0018,0.0014
2019-10-01 03:56:00,0.1953,-0.0121,-2.4485,-2.3991,-0.0494,8.8517,11.3002,0.175,0.00075,0.03,-0.0087,-0.0018,-0.0016
2019-10-01 03:57:00,0.19,-0.0053,-2.4727,-2.4485,-0.0242,8.8473,11.32,0.175,0.00075,0.03,-0.0042,-0.0019,0.0008
2019-10-01 03:58:00,0.1784,-0.0116,-2.5234,-2.4727,-0.0507,8.8163,11.3396,0.175,0.00075,0.03,-0.0089,-0.0019,-0.0008
2019-10-01 03:59:00,0.1752,-0.0032,-2.5373,-2.5234,-0.0139,8.8077,11.3449,0.175,0.00075,0.03,-0.0024,-0.0019,0.0011
2019-10-01 04:00:00,0.1716,-0.0036,-2.5475,-2.5373,-0.0102,8.7928,11.3403,0.175,0.00075,0.03,-0.0018,-0.0019,0.0001
2019-10-01 04:01:00,0.17,-0.0016,-2.5475,-2.5475,0.0,8.7928,11.3403,0.175,0.00075,0.03,0.0,-0.0019,0.0003
2019-10-01 04:02:00,0.1613,-0.0087,-2.5807,-2.5475,-0.0332,8.7798,11.3605,0.175,0.00075,0.03,-0.0058,-0.0019,-0.001
2019-10-01 04:03:00,0.1546,-0.0067,-2.6087,-2.5807,-0.028,8.757,11.3657,0.175,0.00075,0.03,-0.0049,-0.002,0.0002
2019-10-01 04:04:00,0.1521,-0.0025,-2.6154,-2.6087,-0.0067,8.7454,11.3608,0.175,0.00075,0.03,-0.0012,-0.002,0.0006
2019-10-01 04:05:00,0.1494,-0.0027,-2.6201,-2.6154,-0.0047,8.7255,11.3456,0.175,0.00075,0.03,-0.0008,-0.002,0.0001
2019-10-01 04:06:00,0.1377,-0.0117,-2.6683,-2.6201,-0.0482,8.7023,11.3706,0.175,0.00075,0.03,-0.0084,-0.002,-0.0013
2019-10-01 04:07:00,0.1309,-0.0068,-2.6988,-2.6683,-0.0305,8.6864,11.3852,0.175,0.00075,0.03,-0.0053,-0.002,0.0005
2019-10-01 04:08:00,0.1285,-0.0024,-2.7052,-2.6988,-0.0064,8.6749,11.3802,0.175,0.00075,0.03,-0.0011,-0.002,0.0007
2019-10-01 04:09:00,0.1232,-0.0053,-2.7222,-2.7052,-0.017,8.663,11.3852,0.175,0.00075,0.03,-0.003,-0.002,-0.0003
2019-10-01 04:10:00,0.1217,-0.0015,-2.7222,-2.7222,-0.0,8.663,11.3852,0.175,0.00075,0.03,-0.0,-0.002,0.0005
2019-10-01 04:11:00,0.1015,-0.0202,-2.8105,-2.7222,-0.0883,8.6202,11.4307,0.175,0.00075,0.03,-0.0155,-0.0021,-0.0026
2019-10-01 04:12:00,0.0943,-0.0072,-2.8482,-2.8105,-0.0377,8.5975,11.4457,0.175,0.00075,0.03,-0.0066,-0.0021,0.0015
2019-10-01 04:13:00,0.0901,-0.0042,-2.8636,-2.8482,-0.0154,8.582,11.4457,0.175,0.00075,0.03,-0.0027,-0.0021,0.0007
2019-10-01 04:14:00,0.0832,-0.0069,-2.8888,-2.8636,-0.0252,8.5627,11.4515,0.175,0.00075,0.03,-0.0044,-0.0022,-0.0003
2019-10-01 04:15:00,0.0767,-0.0065,-2.9138,-2.8888,-0.025,8.5429,11.4567,0.175,0.00075,0.03,-0.0044,-0.0022,0.0
2019-10-01 04:16:00,0.0648,-0.0119,-2.9648,-2.9138,-0.051,8.517,11.4818,0.175,0.00075,0.03,-0.0089,-0.0022,-0.0008
2019-10-01 04:17:00,0.0522,-0.0126,-3.0227,-2.9648,-0.0579,8.4983,11.521,0.175,0.00075,0.03,-0.0101,-0.0023,-0.0002
2019-10-01 04:18:00,0.0379,-0.0143,-3.0898,-3.0227,-0.0671,8.4762,11.566,0.175,0.00075,0.03,-0.0117,-0.0023,-0.0003
2019-10-01 04:19:00,0.0379,-0.0,-3.0883,-3.0898,0.0015,8.4765,11.5648,0.175,0.00075,0.03,0.0003,-0.0023,0.0021
2019-10-01 04:20:00,0.0276,-0.0103,-3.1269,-3.0883,-0.0386,8.4579,11.5848,0.175,0.00075,0.03,-0.0068,-0.0023,-0.0012
2019-10-01 04:21:00,0.0242,-0.0034,-3.1379,-3.1269,-0.011,8.446,11.5839,0.175,0.00075,0.03,-0.0019,-0.0024,0.0008
2019-10-01 04:22:00,0.0222,-0.002,-3.1379,-3.1379,0.0,8.446,11.5839,0.175,0.00075,0.03,0.0,-0.0024,0.0003
2019-10-01 04:23:00,0.02,-0.0022,-3.203,-3.1379,-0.0651,8.4161,11.6191,0.175,0.00075,0.03,-0.0114,-0.0024,-0.002
2019-10-01 04:24:00,0.0244,0.0044,-3.1794,-3.203,0.0236,8.4239,11.6033,0.175,0.00075,0.03,0.0041,-0.0024,0.0027
2019-10-01 04:25:00,0.02,-0.0044,-3.199,-3.1794,-0.0196,8.4089,11.6079,0.175,0.00075,0.03,-0.0034,-0.0024,-0.0013
2019-10-01 04:26:00,0.02,0.0,-3.2046,-3.199,-0.0056,8.3979,11.6025,0.175,0.00075,0.03,-0.001,-0.0024,0.0004
2019-10-01 04:27:00,0.02,0.0,-3.2168,-3.2046,-0.0122,8.3861,11.6029,0.175,0.00075,0.03,-0.0021,-0.0024,-0.0002
2019-10-01 04:28:00,0.02,0.0,-3.2537,-3.2168,-0.0369,8.3638,11.6175,0.175,0.00075,0.03,-0.0065,-0.0024,-0.0007
2019-10-01 04:29:00,0.02,0.0,-3.2869,-3.2537,-0.0332,8.3462,11.633,0.175,0.00075,0.03,-0.0058,-0.0025,0.0001
2019-10-01 04:30:00,0.02,0.0,-3.3193,-3.2869,-0.0324,8.3239,11.6432,0.175,0.00075,0.03,-0.0057,-0.0025,0.0
2019-10-01 04:31:00,0.02,0.0,-3.3193,-3.3193,-0.0,8.3239,11.6432,0.175,0.00075,0.03,-0.0,-0.0025,0.001
2019-10-01 04:32:00,0.02,0.0,-3.3469,-3.3193,-0.0276,8.3012,11.6481,0.175,0.00075,0.03,-0.0048,-0.0025,-0.0008
2019-10-01 04:33:00,0.02,0.0,-3.3566,-3.3469,-0.0097,8.3013,11.6579,0.175,0.00075,0.03,-0.0017,-0.0025,0.0005
2019-10-01 04:34:00,0.02,0.0,-3.3749,-3.3566,-0.0183,8.2786,11.6535,0.175,0.00075,0.03,-0.0032,-0.0025,-0.0003
2019-10-01 04:35:00,0.02,0.0,-3.4205,-3.3749,-0.0456,8.2639,11.6844,0.175,0.00075,0.03,-0.008,-0.0026,-0.0008
2019-10-01 04:36:00,0.02,0.0,-3.4326,-3.4205,-0.0121,8.2525,11.6851,0.175,0.00075,0.03,-0.0021,-0.0026,0.001
2019-10-01 04:37:00,0.02,0.0,-3.4389,-3.4326,-0.0063,8.237,11.6759,0.175,0.00075,0.03,-0.0011,-0.0026,0.0002
2019-10-01 04:38:00,0.02,0.0,-3.4877,-3.4389,-0.0488,8.2147,11.7025,0.175,0.00075,0.03,-0.0085,-0.0026,-0.0013
2019-10-01 04:39:00,0.02,0.0,-3.504,-3.4877,-0.0163,8.1993,11.7033,0.175,0.00075,0.03,-0.0028,-0.0026,0.001
2019-10-01 04:40:00,0.02,0.0,-3.5266,-3.504,-0.0226,8.1773,11.7039,0.175,0.00075,0.03,-0.004,-0.0026,-0.0002
